n_estimators,max_features,sample_split,train_acc,val_acc,test_acc,oob_score
50,0.3,10,93.068,89.938,88.852,89.7091
150,0.3,10,93.118,90.071,89.051,89.8087
250,0.3,10,93.085,90.027,88.963,89.8501
350,0.3,10,93.129,90.027,89.051,89.7783
450,0.3,10,93.129,90.027,88.918,89.8142
