n_estimators,max_features,sample_split,train_acc,val_acc,test_acc,oob_score
350,0.3,2,96.287,89.186,87.68,88.711
350,0.3,4,95.178,89.474,88.432,89.2944
350,0.3,6,94.078,89.761,88.653,89.6041
350,0.3,8,93.461,89.96,89.095,89.7478
350,0.3,10,93.104,90.137,89.073,89.8557
